frame,source_frame,target_rule,source,target,target_n,target_pos,target_retained,target_pos_retained,thermal,baseline,delta
b_10km_win20,10km,win20,manavgat_2021,bejis_2022,1900,1005,0.1250822909809085,0.9136363636363637,0.5205581033380584,0.46997192806915145,0.05058617526890696
b_10km_win20,10km,win20,manavgat_2021,mugla_2021,932,27,0.022334052240594298,0.009275163174166953,0.37863720073664825,0.39324739103744627,-0.01461019030079802
b_10km_win20,10km,win20,manavgat_2021,evia_2021_extended,1142,832,0.12282211228221122,0.3123123123123123,0.5559010545905707,0.6868602667493797,-0.130959212158809
b_10km_win20,10km,win20,manavgat_2021,montiferru_2021,1732,510,0.6808176100628931,0.9461966604823747,0.5957863996662495,0.5459444497930104,0.04984194987323909
b_10km_win20,10km,win20,bejis_2022,manavgat_2021,1871,865,0.09121934571693238,0.29471890971039183,0.3916673370183523,0.25735069352670104,0.1343166434916513
b_10km_win20,10km,win20,bejis_2022,mugla_2021,932,27,0.022334052240594298,0.009275163174166953,0.2121546961325967,0.31710660937180274,-0.10495191323920605
b_10km_win20,10km,win20,bejis_2022,evia_2021_extended,1142,832,0.12282211228221122,0.3123123123123123,0.6117633374689826,0.5877985421836228,0.023964795285359775
b_10km_win20,10km,win20,bejis_2022,montiferru_2021,1732,510,0.6808176100628931,0.9461966604823747,0.6130740348512563,0.5439154712621547,0.06915856358910166
b_10km_win20,10km,win20,mugla_2021,manavgat_2021,1871,865,0.09121934571693238,0.29471890971039183,0.298997919994484,0.45090957147289673,-0.15191165147841273
b_10km_win20,10km,win20,mugla_2021,bejis_2022,1900,1005,0.1250822909809085,0.9136363636363637,0.5398727035214986,0.49773645737791494,0.04213624614358369
b_10km_win20,10km,win20,mugla_2021,evia_2021_extended,1142,832,0.12282211228221122,0.3123123123123123,0.5598984181141439,0.6318858560794045,-0.07198743796526064
b_10km_win20,10km,win20,mugla_2021,montiferru_2021,1732,510,0.6808176100628931,0.9461966604823747,0.4845287378453837,0.5234026507493341,-0.038873912903950425
