region,scar,orientation,row,col,pool_n,collar_only_n,median_dist_km,placebo_auc,placebo_collar_only_auc
manavgat_2021,1,2,10,77,4065,1198,17.135489488193794,0.9343157506532476,0.9537400494293442
manavgat_2021,1,0,1,59,3981,1191,17.60184649404715,0.9517418127930498,0.948103965430679
manavgat_2021,1,3,11,0,3775,1064,15.698487188261169,0.7953041732008079,0.8173771310729976
manavgat_2021,1,2,16,76,4062,1219,14.740505418743279,0.9238310447015049,0.9437819420783646
manavgat_2021,1,0,3,73,4080,1227,18.98818693008218,0.9478833049403748,0.9468869793640811
manavgat_2021,1,0,2,59,3997,1210,17.22977074716898,0.9502889518075524,0.9503616934405227
manavgat_2021,1,4,3,19,3980,1214,15.90990257669732,0.8964340441560442,0.8869133252317511
manavgat_2021,1,2,15,75,4069,1226,14.958693124735195,0.9249333159723894,0.9443611028510608
manavgat_2021,1,6,13,4,3984,1197,14.532978065837618,0.8419959223606521,0.8565897993137301
manavgat_2021,1,0,4,58,3989,1201,16.355503660847624,0.9477565861485353,0.9477760582819258
manavgat_2021,1,0,5,68,4045,1214,17.24739110706312,0.9413115230488351,0.9439657712827911
manavgat_2021,1,2,3,69,4083,1207,18.553975315279473,0.945174928579505,0.9650686159244272
manavgat_2021,1,0,4,56,3983,1204,16.2,0.9499316729832624,0.9422804167822194
manavgat_2021,1,2,19,77,4057,1215,13.76735268670052,0.9205100738664826,0.9402558871572689
manavgat_2021,1,4,0,20,3934,1170,16.84948070416415,0.9015671700606862,0.9038646456704378
bejis_2022,1,3,21,103,1704,609,15.253583022917226,0.8737596030729834,0.8629504403642333
bejis_2022,1,5,10,5,1644,587,17.509568812509347,0.8392598429550984,0.8298048629394457
bejis_2022,1,3,35,107,1696,611,15.464556249695624,0.9194350343053173,0.9148884094628776
